name,category,subcategory,text_to_embed
Ba4TiSe,Metal,Non-Ferrous,Material Name: Ba4TiSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiSe. Density: 4.538 g/cm3. Notes: JVASP-64670.
AgNO3,Ceramic,Oxide,Material Name: AgNO3. Category: Ceramic. Subcategory: Oxide. Formula: AgNO3. Density: 4.598 g/cm3. Notes: JVASP-97854.
Al9Co2,Metal,Non-Ferrous,Material Name: Al9Co2. Category: Metal. Subcategory: Non-Ferrous. Formula: Al9Co2. Density: 3.569 g/cm3. Youngs Modulus: 174.55121132165985 GPa. Notes: JVASP-11958.
TlCoF3,Ceramic,Mixed,Material Name: TlCoF3. Category: Ceramic. Subcategory: Mixed. Formula: TlCoF3. Density: 7.5 g/cm3. Youngs Modulus: 83.53098591549296 GPa. Notes: JVASP-36885.
HoMn12,Metal,Non-Ferrous,Material Name: HoMn12. Category: Metal. Subcategory: Non-Ferrous. Formula: HoMn12. Density: 8.859 g/cm3. Notes: JVASP-97988.
ErSbPd,Metal,Non-Ferrous,Material Name: ErSbPd. Category: Metal. Subcategory: Non-Ferrous. Formula: ErSbPd. Density: 9.339 g/cm3. Youngs Modulus: 113.81412234447863 GPa. Notes: JVASP-1750.
Ba4GaCu,Metal,Non-Ferrous,Material Name: Ba4GaCu. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4GaCu. Density: 4.639 g/cm3. Youngs Modulus: -3.7152 GPa. Notes: JVASP-64724.
MnAgO2,Ceramic,Oxide,Material Name: MnAgO2. Category: Ceramic. Subcategory: Oxide. Formula: MnAgO2. Density: 6.401 g/cm3. Youngs Modulus: 87.38312632052926 GPa. Notes: JVASP-36782.
Ba4ScNb,Metal,Non-Ferrous,Material Name: Ba4ScNb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ScNb. Density: 4.882 g/cm3. Notes: JVASP-64865.
MnAuO2,Ceramic,Oxide,Material Name: MnAuO2. Category: Ceramic. Subcategory: Oxide. Formula: MnAuO2. Density: 9.271 g/cm3. Youngs Modulus: 100.94131248737996 GPa. Notes: JVASP-36857.
VFeRu2,Metal,Ferrous,Material Name: VFeRu2. Category: Metal. Subcategory: Ferrous. Formula: VFeRu2. Density: 9.608 g/cm3. Youngs Modulus: 150.25676325125625 GPa. Notes: JVASP-37583.
Ni3Hg,Metal,Non-Ferrous,Material Name: Ni3Hg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ni3Hg. Density: 11.846 g/cm3. Youngs Modulus: 147.9803317535545 GPa. Notes: JVASP-39364.
Li3P7,Ceramic,Mixed,Material Name: Li3P7. Category: Ceramic. Subcategory: Mixed. Formula: Li3P7. Density: 2.021 g/cm3. Notes: JVASP-98496.
TeMoWSe2S,Ceramic,Mixed,Material Name: TeMoWSe2S. Category: Ceramic. Subcategory: Mixed. Formula: TeMoWSe2S. Density: 5.378 g/cm3. Youngs Modulus: 2.2514249525015835 GPa. Notes: JVASP-28962.
Be2TlIr,Metal,Non-Ferrous,Material Name: Be2TlIr. Category: Metal. Subcategory: Non-Ferrous. Formula: Be2TlIr. Density: 12.508 g/cm3. Youngs Modulus: -41.78480738822559 GPa. Notes: JVASP-64907.
Mg4BeRu,Metal,Non-Ferrous,Material Name: Mg4BeRu. Category: Metal. Subcategory: Non-Ferrous. Formula: Mg4BeRu. Density: 3.221 g/cm3. Notes: JVASP-65023.
B2CN,Ceramic,Non-Oxide,Material Name: B2CN. Category: Ceramic. Subcategory: Non-Oxide. Formula: B2CN. Density: 3.123 g/cm3. Youngs Modulus: 728.6979025389836 GPa. Notes: JVASP-91700.
Na2LiAlP2,Ceramic,Mixed,Material Name: Na2LiAlP2. Category: Ceramic. Subcategory: Mixed. Formula: Na2LiAlP2. Density: 2.078 g/cm3. Notes: JVASP-98174.
Ti4CuAg,Metal,Non-Ferrous,Material Name: Ti4CuAg. Category: Metal. Subcategory: Non-Ferrous. Formula: Ti4CuAg. Density: 6.218 g/cm3. Notes: JVASP-107737.
K3Sb,Metal,Non-Ferrous,Material Name: K3Sb. Category: Metal. Subcategory: Non-Ferrous. Formula: K3Sb. Density: 2.352 g/cm3. Notes: JVASP-90429.
TiS2,Ceramic,Mixed,Material Name: TiS2. Category: Ceramic. Subcategory: Mixed. Formula: TiS2. Density: 3.224 g/cm3. Youngs Modulus: 83.68588116478706 GPa. Notes: JVASP-323.
CdP2O6,Ceramic,Oxide,Material Name: CdP2O6. Category: Ceramic. Subcategory: Oxide. Formula: CdP2O6. Density: 3.814 g/cm3. Notes: JVASP-97429.
PrMgAg,Metal,Non-Ferrous,Material Name: PrMgAg. Category: Metal. Subcategory: Non-Ferrous. Formula: PrMgAg. Density: 5.971 g/cm3. Notes: JVASP-89958.
SrCaO3,Ceramic,Oxide,Material Name: SrCaO3. Category: Ceramic. Subcategory: Oxide. Formula: SrCaO3. Density: 3.552 g/cm3. Youngs Modulus: 77.95876873615153 GPa. Notes: JVASP-37300.
KInO3,Ceramic,Oxide,Material Name: KInO3. Category: Ceramic. Subcategory: Oxide. Formula: KInO3. Density: 4.306 g/cm3. Youngs Modulus: 89.67670878436995 GPa. Notes: JVASP-38181.
ZnTe,Metal,Non-Ferrous,Material Name: ZnTe. Category: Metal. Subcategory: Non-Ferrous. Formula: ZnTe. Density: 5.474 g/cm3. Youngs Modulus: 59.67544101952412 GPa. Notes: JVASP-1198.
RbSrO3,Ceramic,Oxide,Material Name: RbSrO3. Category: Ceramic. Subcategory: Oxide. Formula: RbSrO3. Density: 3.339 g/cm3. Notes: JVASP-38289.
Th3U,Unknown,,Material Name: Th3U. Category: Unknown. Formula: Th3U. Density: 12.751 g/cm3. Youngs Modulus: 101.07430182599356 GPa. Notes: JVASP-37387.
RbCaO3,Ceramic,Oxide,Material Name: RbCaO3. Category: Ceramic. Subcategory: Oxide. Formula: RbCaO3. Density: 3.024 g/cm3. Youngs Modulus: 47.67029945735915 GPa. Notes: JVASP-38327.
Mn3O4F2,Ceramic,Oxide,Material Name: Mn3O4F2. Category: Ceramic. Subcategory: Oxide. Formula: Mn3O4F2. Density: 4.655 g/cm3. Notes: JVASP-48092.
Mn2FeO3,Ceramic,Oxide,Material Name: Mn2FeO3. Category: Ceramic. Subcategory: Oxide. Formula: Mn2FeO3. Density: 5.729 g/cm3. Notes: JVASP-47532.
Te8Mo3W,Metal,Non-Ferrous,Material Name: Te8Mo3W. Category: Metal. Subcategory: Non-Ferrous. Formula: Te8Mo3W. Density: 5.915 g/cm3. Notes: JVASP-29105.
Ba4CdSn,Metal,Non-Ferrous,Material Name: Ba4CdSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CdSn. Density: 5.08 g/cm3. Notes: JVASP-64586.
CrCuO2,Ceramic,Oxide,Material Name: CrCuO2. Category: Ceramic. Subcategory: Oxide. Formula: CrCuO2. Density: 6.197 g/cm3. Youngs Modulus: 227.31936185409225 GPa. Notes: JVASP-22557.
FeAu3,Metal,Ferrous,Material Name: FeAu3. Category: Metal. Subcategory: Ferrous. Formula: FeAu3. Density: 16.004 g/cm3. Youngs Modulus: 78.83528958394014 GPa. Notes: JVASP-39275.
Mg9Si5,Ceramic,Mixed,Material Name: Mg9Si5. Category: Ceramic. Subcategory: Mixed. Formula: Mg9Si5. Density: 2.195 g/cm3. Notes: JVASP-97624.
Li,Metal,Non-Ferrous,Material Name: Li. Category: Metal. Subcategory: Non-Ferrous. Formula: Li. Density: 0.585 g/cm3. Youngs Modulus: 17.610447761194028 GPa. Notes: JVASP-14757.
NaCrO2,Ceramic,Oxide,Material Name: NaCrO2. Category: Ceramic. Subcategory: Oxide. Formula: NaCrO2. Density: 4.614 g/cm3. Youngs Modulus: 217.63579806494872 GPa. Notes: JVASP-22671.
CoF2,Ceramic,Mixed,Material Name: CoF2. Category: Ceramic. Subcategory: Mixed. Formula: CoF2. Density: 5.039 g/cm3. Youngs Modulus: 123.51080718348564 GPa. Notes: JVASP-22514.
LiGa2Rh,Metal,Non-Ferrous,Material Name: LiGa2Rh. Category: Metal. Subcategory: Non-Ferrous. Formula: LiGa2Rh. Density: 7.372 g/cm3. Notes: JVASP-15478.
CoTe2,Metal,Non-Ferrous,Material Name: CoTe2. Category: Metal. Subcategory: Non-Ferrous. Formula: CoTe2. Density: 7.521 g/cm3. Youngs Modulus: 70.1514545731089 GPa. Notes: JVASP-28353.
Tl2MoO4,Ceramic,Oxide,Material Name: Tl2MoO4. Category: Ceramic. Subcategory: Oxide. Formula: Tl2MoO4. Density: 6.905 g/cm3. Notes: JVASP-89035.
CeSi2Ir,Ceramic,Mixed,Material Name: CeSi2Ir. Category: Ceramic. Subcategory: Mixed. Formula: CeSi2Ir. Density: 8.64 g/cm3. Notes: JVASP-91521.
KBaO3,Ceramic,Oxide,Material Name: KBaO3. Category: Ceramic. Subcategory: Oxide. Formula: KBaO3. Density: 3.036 g/cm3. Notes: JVASP-39244.
RbBaO3,Ceramic,Oxide,Material Name: RbBaO3. Category: Ceramic. Subcategory: Oxide. Formula: RbBaO3. Density: 3.633 g/cm3. Notes: JVASP-38332.
H4PbC2O6,Ceramic,Oxide,Material Name: H4PbC2O6. Category: Ceramic. Subcategory: Oxide. Formula: H4PbC2O6. Density: 3.976 g/cm3. Notes: JVASP-98291.
BePd4Rh,Metal,Non-Ferrous,Material Name: BePd4Rh. Category: Metal. Subcategory: Non-Ferrous. Formula: BePd4Rh. Density: 9.466 g/cm3. Notes: JVASP-65065.
HgBr2,Metal,Non-Ferrous,Material Name: HgBr2. Category: Metal. Subcategory: Non-Ferrous. Formula: HgBr2. Density: 6.136 g/cm3. Youngs Modulus: 15.79223977695167 GPa. Notes: JVASP-3648.
SmSi2Rh3,Ceramic,Mixed,Material Name: SmSi2Rh3. Category: Ceramic. Subcategory: Mixed. Formula: SmSi2Rh3. Density: 8.66 g/cm3. Notes: JVASP-86727.
CeSiIr,Ceramic,Mixed,Material Name: CeSiIr. Category: Ceramic. Subcategory: Mixed. Formula: CeSiIr. Density: 9.435 g/cm3. Notes: JVASP-98702.
H3ClO5,Unknown,,Material Name: H3ClO5. Category: Unknown. Formula: H3ClO5. Density: 2.311 g/cm3. Notes: JVASP-97502.
Rb2O,Ceramic,Oxide,Material Name: Rb2O. Category: Ceramic. Subcategory: Oxide. Formula: Rb2O. Density: 4.002 g/cm3. Notes: JVASP-43624.
Ba4CoW,Metal,Non-Ferrous,Material Name: Ba4CoW. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CoW. Density: 5.958 g/cm3. Notes: JVASP-64132.
BeTlSe4,Metal,Non-Ferrous,Material Name: BeTlSe4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeTlSe4. Density: 6.057 g/cm3. Notes: JVASP-65103.
Ba4ZrSn,Metal,Non-Ferrous,Material Name: Ba4ZrSn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ZrSn. Density: 5.091 g/cm3. Notes: JVASP-64006.
Ba4TaBe,Metal,Non-Ferrous,Material Name: Ba4TaBe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TaBe. Density: 5.245 g/cm3. Notes: JVASP-63916.
NdAlNi,Metal,Superalloy,Material Name: NdAlNi. Category: Metal. Subcategory: Superalloy. Formula: NdAlNi. Density: 6.506 g/cm3. Notes: JVASP-89902.
K2O,Ceramic,Oxide,Material Name: K2O. Category: Ceramic. Subcategory: Oxide. Formula: K2O. Density: 2.411 g/cm3. Youngs Modulus: 32.60238222412136 GPa. Notes: JVASP-43427.
CdI2,Metal,Non-Ferrous,Material Name: CdI2. Category: Metal. Subcategory: Non-Ferrous. Formula: CdI2. Density: 5.562 g/cm3. Youngs Modulus: 24.227471992924524 GPa. Notes: JVASP-5485.
PrTiO3,Ceramic,Oxide,Material Name: PrTiO3. Category: Ceramic. Subcategory: Oxide. Formula: PrTiO3. Density: 6.454 g/cm3. Notes: JVASP-49894.
LiCoO2,Ceramic,Oxide,Material Name: LiCoO2. Category: Ceramic. Subcategory: Oxide. Formula: LiCoO2. Density: 5.009 g/cm3. Youngs Modulus: 237.1455891422896 GPa. Notes: JVASP-2017.
NiAgF3,Ceramic,Mixed,Material Name: NiAgF3. Category: Ceramic. Subcategory: Mixed. Formula: NiAgF3. Density: 5.897 g/cm3. Notes: JVASP-36921.
K3CrO4,Ceramic,Oxide,Material Name: K3CrO4. Category: Ceramic. Subcategory: Oxide. Formula: K3CrO4. Density: 2.632 g/cm3. Youngs Modulus: 17.695222554463907 GPa. Notes: JVASP-3396.
LiGa2Pd,Metal,Non-Ferrous,Material Name: LiGa2Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: LiGa2Pd. Density: 7.096 g/cm3. Youngs Modulus: 94.86709265175718 GPa. Notes: JVASP-15528.
Zn2AgAu,Metal,Non-Ferrous,Material Name: Zn2AgAu. Category: Metal. Subcategory: Non-Ferrous. Formula: Zn2AgAu. Density: 11.246 g/cm3. Notes: JVASP-18822.
Li6TeO6,Ceramic,Oxide,Material Name: Li6TeO6. Category: Ceramic. Subcategory: Oxide. Formula: Li6TeO6. Density: 3.386 g/cm3. Notes: JVASP-42402.
GeTe,Unknown,,Material Name: GeTe. Category: Unknown. Formula: GeTe. Density: 5.926 g/cm3. Notes: JVASP-90857.
BaAl4O7,Ceramic,Oxide,Material Name: BaAl4O7. Category: Ceramic. Subcategory: Oxide. Formula: BaAl4O7. Density: 3.575 g/cm3. Notes: JVASP-98355.
V2CdP2O10,Ceramic,Oxide,Material Name: V2CdP2O10. Category: Ceramic. Subcategory: Oxide. Formula: V2CdP2O10. Density: 4.358 g/cm3. Notes: JVASP-98801.
Na3CuO2,Ceramic,Oxide,Material Name: Na3CuO2. Category: Ceramic. Subcategory: Oxide. Formula: Na3CuO2. Density: 3.306 g/cm3. Youngs Modulus: 79.53468262067557 GPa. Notes: JVASP-49776.
SrV6O11,Ceramic,Oxide,Material Name: SrV6O11. Category: Ceramic. Subcategory: Oxide. Formula: SrV6O11. Density: 4.594 g/cm3. Notes: JVASP-98091.
Li3TiP2O8,Ceramic,Oxide,Material Name: Li3TiP2O8. Category: Ceramic. Subcategory: Oxide. Formula: Li3TiP2O8. Density: 3.008 g/cm3. Notes: JVASP-50691.
Te2Mo3S4,Ceramic,Mixed,Material Name: Te2Mo3S4. Category: Ceramic. Subcategory: Mixed. Formula: Te2Mo3S4. Density: 5.966 g/cm3. Notes: JVASP-28566.
NdAl3Br12,Metal,Non-Ferrous,Material Name: NdAl3Br12. Category: Metal. Subcategory: Non-Ferrous. Formula: NdAl3Br12. Density: 3.512 g/cm3. Notes: JVASP-14223.
Li3Fe5O10,Ceramic,Oxide,Material Name: Li3Fe5O10. Category: Ceramic. Subcategory: Oxide. Formula: Li3Fe5O10. Density: 4.666 g/cm3. Notes: JVASP-47765.
NaNdS2,Ceramic,Mixed,Material Name: NaNdS2. Category: Ceramic. Subcategory: Mixed. Formula: NaNdS2. Density: 3.986 g/cm3. Youngs Modulus: 85.38522906872062 GPa. Notes: JVASP-53075.
TiF3,Ceramic,Mixed,Material Name: TiF3. Category: Ceramic. Subcategory: Mixed. Formula: TiF3. Density: 2.848 g/cm3. Youngs Modulus: 154.18528592434166 GPa. Notes: JVASP-14874.
BaFe2S4,Ceramic,Mixed,Material Name: BaFe2S4. Category: Ceramic. Subcategory: Mixed. Formula: BaFe2S4. Density: 4.357 g/cm3. Youngs Modulus: 72.03888190882371 GPa. Notes: JVASP-53439.
Ba4YSi,Ceramic,Mixed,Material Name: Ba4YSi. Category: Ceramic. Subcategory: Mixed. Formula: Ba4YSi. Density: 4.339 g/cm3. Notes: JVASP-64788.
Ba4MgBe,Metal,Non-Ferrous,Material Name: Ba4MgBe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgBe. Density: 3.641 g/cm3. Youngs Modulus: 1.243726937269373 GPa. Notes: JVASP-64189.
Ho2SeO2,Ceramic,Oxide,Material Name: Ho2SeO2. Category: Ceramic. Subcategory: Oxide. Formula: Ho2SeO2. Density: 8.571 g/cm3. Youngs Modulus: 172.3620476377862 GPa. Notes: JVASP-3258.
Li2CN2,Ceramic,Nitride,Material Name: Li2CN2. Category: Ceramic. Subcategory: Nitride. Formula: Li2CN2. Density: 1.538 g/cm3. Notes: JVASP-97577.
SrCa2I6,Metal,Non-Ferrous,Material Name: SrCa2I6. Category: Metal. Subcategory: Non-Ferrous. Formula: SrCa2I6. Density: 4.006 g/cm3. Notes: JVASP-50007.
U3CuO10,Ceramic,Oxide,Material Name: U3CuO10. Category: Ceramic. Subcategory: Oxide. Formula: U3CuO10. Density: 7.45 g/cm3. Notes: JVASP-85460.
Sm2P3Pt6,Ceramic,Mixed,Material Name: Sm2P3Pt6. Category: Ceramic. Subcategory: Mixed. Formula: Sm2P3Pt6. Density: 13.165 g/cm3. Notes: JVASP-97739.
Ca3Ru2O7,Ceramic,Oxide,Material Name: Ca3Ru2O7. Category: Ceramic. Subcategory: Oxide. Formula: Ca3Ru2O7. Density: 4.908 g/cm3. Notes: JVASP-98227.
SiP2O7,Ceramic,Non-Oxide,Material Name: SiP2O7. Category: Ceramic. Subcategory: Non-Oxide. Formula: SiP2O7. Density: 3.086 g/cm3. Notes: JVASP-97338.
Fe2OF3,Ceramic,Oxide,Material Name: Fe2OF3. Category: Ceramic. Subcategory: Oxide. Formula: Fe2OF3. Density: 4.331 g/cm3. Notes: JVASP-47963.
MnAsPd,Metal,Non-Ferrous,Material Name: MnAsPd. Category: Metal. Subcategory: Non-Ferrous. Formula: MnAsPd. Density: 8.155 g/cm3. Youngs Modulus: -0.5703341767464823 GPa. Notes: JVASP-90229.
Ba4LiRu,Metal,Non-Ferrous,Material Name: Ba4LiRu. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiRu. Density: 4.565 g/cm3. Notes: JVASP-64094.
NiP2W,Ceramic,Mixed,Material Name: NiP2W. Category: Ceramic. Subcategory: Mixed. Formula: NiP2W. Density: 9.142 g/cm3. Notes: JVASP-90715.
SrH4N2,Ceramic,Nitride,Material Name: SrH4N2. Category: Ceramic. Subcategory: Nitride. Formula: SrH4N2. Density: 2.425 g/cm3. Notes: JVASP-52889.
Ho5NiPb3,Metal,Superalloy,Material Name: Ho5NiPb3. Category: Metal. Subcategory: Superalloy. Formula: Ho5NiPb3. Density: 10.567 g/cm3. Notes: JVASP-86099.
AlCo4,Metal,Non-Ferrous,Material Name: AlCo4. Category: Metal. Subcategory: Non-Ferrous. Formula: AlCo4. Density: 7.716 g/cm3. Notes: JVASP-107776.
Zr6Ga2Fe,Metal,Ferrous,Material Name: Zr6Ga2Fe. Category: Metal. Subcategory: Ferrous. Formula: Zr6Ga2Fe. Density: 6.927 g/cm3. Notes: JVASP-90041.
Y2Pd2Pb,Metal,Non-Ferrous,Material Name: Y2Pd2Pb. Category: Metal. Subcategory: Non-Ferrous. Formula: Y2Pd2Pb. Density: 8.79 g/cm3. Notes: JVASP-97802.
BaCaI4,Metal,Non-Ferrous,Material Name: BaCaI4. Category: Metal. Subcategory: Non-Ferrous. Formula: BaCaI4. Density: 4.161 g/cm3. Youngs Modulus: 17.850782833728704 GPa. Notes: JVASP-12162.
LiDySe2,Metal,Non-Ferrous,Material Name: LiDySe2. Category: Metal. Subcategory: Non-Ferrous. Formula: LiDySe2. Density: 5.939 g/cm3. Youngs Modulus: 70.63855795630894 GPa. Notes: JVASP-1840.
NiS2,Ceramic,Mixed,Material Name: NiS2. Category: Ceramic. Subcategory: Mixed. Formula: NiS2. Density: 3.689 g/cm3. Youngs Modulus: 27.162933597621407 GPa. Notes: JVASP-15832.
CeMg6Zn,Metal,Non-Ferrous,Material Name: CeMg6Zn. Category: Metal. Subcategory: Non-Ferrous. Formula: CeMg6Zn. Density: 3.05 g/cm3. Notes: JVASP-92195.
KAl2NiP3H4O14,Ceramic,Oxide,Material Name: KAl2NiP3H4O14. Category: Ceramic. Subcategory: Oxide. Formula: KAl2NiP3H4O14. Density: 2.868 g/cm3. Notes: JVASP-98445.
CrO3,Ceramic,Oxide,Material Name: CrO3. Category: Ceramic. Subcategory: Oxide. Formula: CrO3. Density: 3.538 g/cm3. Notes: JVASP-16932.
LuGaO3,Ceramic,Oxide,Material Name: LuGaO3. Category: Ceramic. Subcategory: Oxide. Formula: LuGaO3. Density: 8.084 g/cm3. Youngs Modulus: 51.178882421420255 GPa. Notes: JVASP-50108.
Ba4NbZn,Metal,Non-Ferrous,Material Name: Ba4NbZn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4NbZn. Density: 4.762 g/cm3. Notes: JVASP-64437.
MnSe,Metal,Non-Ferrous,Material Name: MnSe. Category: Metal. Subcategory: Non-Ferrous. Formula: MnSe. Density: 5.744 g/cm3. Youngs Modulus: 27.074157303370782 GPa. Notes: JVASP-19923.
HgI2,Metal,Non-Ferrous,Material Name: HgI2. Category: Metal. Subcategory: Non-Ferrous. Formula: HgI2. Density: 6.134 g/cm3. Notes: JVASP-60703.
TbS2,Ceramic,Mixed,Material Name: TbS2. Category: Ceramic. Subcategory: Mixed. Formula: TbS2. Density: 6.19 g/cm3. Notes: JVASP-86969.
CaMnSi,Ceramic,Mixed,Material Name: CaMnSi. Category: Ceramic. Subcategory: Mixed. Formula: CaMnSi. Density: 3.51 g/cm3. Youngs Modulus: 42.71966146582993 GPa. Notes: JVASP-5065.
YGa2Pd,Metal,Non-Ferrous,Material Name: YGa2Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: YGa2Pd. Density: 7.486 g/cm3. Notes: JVASP-91654.
TiTl2F6,Ceramic,Mixed,Material Name: TiTl2F6. Category: Ceramic. Subcategory: Mixed. Formula: TiTl2F6. Density: 6.492 g/cm3. Youngs Modulus: 36.76292805755396 GPa. Notes: JVASP-3099.
ErH9C5N2O8,Ceramic,Oxide,Material Name: ErH9C5N2O8. Category: Ceramic. Subcategory: Oxide. Formula: ErH9C5N2O8. Density: 2.698 g/cm3. Notes: JVASP-98616.
Ba4PdCl,Ceramic,Mixed,Material Name: Ba4PdCl. Category: Ceramic. Subcategory: Mixed. Formula: Ba4PdCl. Density: 4.794 g/cm3. Notes: JVASP-64247.
BeTlP4,Ceramic,Mixed,Material Name: BeTlP4. Category: Ceramic. Subcategory: Mixed. Formula: BeTlP4. Density: 3.911 g/cm3. Youngs Modulus: 6.367339667458433 GPa. Notes: JVASP-64987.
Ba4YGe,Metal,Non-Ferrous,Material Name: Ba4YGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YGe. Density: 4.569 g/cm3. Notes: JVASP-64380.
VOF,Ceramic,Oxide,Material Name: VOF. Category: Ceramic. Subcategory: Oxide. Formula: VOF. Density: 4.302 g/cm3. Notes: JVASP-48464.
Mg2Ni3P,Ceramic,Mixed,Material Name: Mg2Ni3P. Category: Ceramic. Subcategory: Mixed. Formula: Mg2Ni3P. Density: 5.447 g/cm3. Notes: JVASP-16114.
Ba4TiCd,Metal,Non-Ferrous,Material Name: Ba4TiCd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiCd. Density: 4.675 g/cm3. Youngs Modulus: 10.233336468375263 GPa. Notes: JVASP-64317.
HfTe2,Metal,Non-Ferrous,Material Name: HfTe2. Category: Metal. Subcategory: Non-Ferrous. Formula: HfTe2. Density: 7.775 g/cm3. Youngs Modulus: 50.97605553477936 GPa. Notes: JVASP-18887.
V2Te2O9,Ceramic,Oxide,Material Name: V2Te2O9. Category: Ceramic. Subcategory: Oxide. Formula: V2Te2O9. Density: 4.874 g/cm3. Notes: JVASP-97920.
CaNiP2O7,Ceramic,Oxide,Material Name: CaNiP2O7. Category: Ceramic. Subcategory: Oxide. Formula: CaNiP2O7. Density: 3.651 g/cm3. Notes: JVASP-98175.
Ba4InPb,Metal,Non-Ferrous,Material Name: Ba4InPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4InPb. Density: 5.625 g/cm3. Notes: JVASP-64530.
Ba4LiTi,Metal,Non-Ferrous,Material Name: Ba4LiTi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiTi. Density: 3.703 g/cm3. Notes: JVASP-64671.
FeMoO4,Ceramic,Oxide,Material Name: FeMoO4. Category: Ceramic. Subcategory: Oxide. Formula: FeMoO4. Density: 5.0 g/cm3. Notes: JVASP-98556.
Ba4TlCd,Metal,Non-Ferrous,Material Name: Ba4TlCd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlCd. Density: 5.473 g/cm3. Notes: JVASP-64725.
Ba4TlGe,Metal,Non-Ferrous,Material Name: Ba4TlGe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlGe. Density: 5.552 g/cm3. Notes: JVASP-64866.
Li2TiFe3O8,Ceramic,Oxide,Material Name: Li2TiFe3O8. Category: Ceramic. Subcategory: Oxide. Formula: Li2TiFe3O8. Density: 4.436 g/cm3. Notes: JVASP-42660.
ScPS4,Ceramic,Mixed,Material Name: ScPS4. Category: Ceramic. Subcategory: Mixed. Formula: ScPS4. Density: 2.561 g/cm3. Youngs Modulus: 44.048060684699074 GPa. Notes: JVASP-4510.
VBO4,Ceramic,Oxide,Material Name: VBO4. Category: Ceramic. Subcategory: Oxide. Formula: VBO4. Density: 2.485 g/cm3. Notes: JVASP-44065.
Li4TiS4,Ceramic,Mixed,Material Name: Li4TiS4. Category: Ceramic. Subcategory: Mixed. Formula: Li4TiS4. Density: 1.868 g/cm3. Youngs Modulus: 39.91676267281107 GPa. Notes: JVASP-90534.
KNdO2,Ceramic,Oxide,Material Name: KNdO2. Category: Ceramic. Subcategory: Oxide. Formula: KNdO2. Density: 5.02 g/cm3. Youngs Modulus: 121.28978347204476 GPa. Notes: JVASP-50936.
LiVF3,Ceramic,Mixed,Material Name: LiVF3. Category: Ceramic. Subcategory: Mixed. Formula: LiVF3. Density: 3.476 g/cm3. Notes: JVASP-48750.
Mg3Sb,Metal,Non-Ferrous,Material Name: Mg3Sb. Category: Metal. Subcategory: Non-Ferrous. Formula: Mg3Sb. Density: 3.508 g/cm3. Notes: JVASP-90582.
KTmO2,Ceramic,Oxide,Material Name: KTmO2. Category: Ceramic. Subcategory: Oxide. Formula: KTmO2. Density: 6.436 g/cm3. Youngs Modulus: 155.20885590582378 GPa. Notes: JVASP-50811.
Na3SbTe3,Metal,Non-Ferrous,Material Name: Na3SbTe3. Category: Metal. Subcategory: Non-Ferrous. Formula: Na3SbTe3. Density: 4.349 g/cm3. Notes: JVASP-88834.
PrAl,Metal,Non-Ferrous,Material Name: PrAl. Category: Metal. Subcategory: Non-Ferrous. Formula: PrAl. Density: 5.372 g/cm3. Notes: JVASP-91609.
BaNdCo2O5,Ceramic,Oxide,Material Name: BaNdCo2O5. Category: Ceramic. Subcategory: Oxide. Formula: BaNdCo2O5. Density: 6.911 g/cm3. Notes: JVASP-90337.
Rb2FeI4,Metal,Ferrous,Material Name: Rb2FeI4. Category: Metal. Subcategory: Ferrous. Formula: Rb2FeI4. Density: 4.141 g/cm3. Notes: JVASP-86781.
LiV2F7,Ceramic,Mixed,Material Name: LiV2F7. Category: Ceramic. Subcategory: Mixed. Formula: LiV2F7. Density: 2.964 g/cm3. Notes: JVASP-43524.
Li4Ti3V5O16,Ceramic,Oxide,Material Name: Li4Ti3V5O16. Category: Ceramic. Subcategory: Oxide. Formula: Li4Ti3V5O16. Density: 4.017 g/cm3. Notes: JVASP-43844.
MgBe2N2,Ceramic,Nitride,Material Name: MgBe2N2. Category: Ceramic. Subcategory: Nitride. Formula: MgBe2N2. Density: 3.038 g/cm3. Youngs Modulus: 404.0594022780498 GPa. Notes: JVASP-3177.
K3Rh,Metal,Non-Ferrous,Material Name: K3Rh. Category: Metal. Subcategory: Non-Ferrous. Formula: K3Rh. Density: 2.592 g/cm3. Notes: JVASP-38492.
